JURISNAME,YEAR,count_Biofuel,count_Energy Storage,count_Natural Gas/Propane,count_Solar,count_Waste Gas,count_Wind,total_Biofuel,total_Energy Storage,total_Natural Gas/Propane,total_Solar,total_Waste Gas,total_Wind,GEOIDFQ
Gann (Brinkhaven) Village,2023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.64,0.0,0.0,1600000US3929288
Gann (Brinkhaven) Village,2024,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3929288
Genoa Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390412969499999
Genoa Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390412969499999
Genoa Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390412969499999
Genoa Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390412969499999
Genoa Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390412969499999
Genoa Township,2005,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390412969499999
Genoa Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390412969499999
Genoa Township,2007,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390412969499999
Genoa Township,2008,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390412969499999
Genoa Township,2009,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390412969499999
Genoa Township,2010,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390412969499999
Genoa Township,2011,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390412969499999
Genoa Township,2012,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390412969499999
Genoa Township,2013,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0700000US390412969499999
Genoa Township,2014,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390412969499999
Genoa Township,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0700000US390412969499999
Genoa Township,2016,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0700000US390412969499999
Genoa Township,2017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0700000US390412969499999
Genoa Township,2018,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.200000000000003,0.0,0.0,0700000US390412969499999
Genoa Township,2019,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,114.7,0.0,0.0,0700000US390412969499999
Genoa Township,2020,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,38.6,0.0,0.0,0700000US390412969499999
Genoa Township,2021,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,71.50999999999999,0.0,0.0,0700000US390412969499999
Genoa Township,2022,0.0,1.0,0.0,13.0,0.0,0.0,0.0,5.12,0.0,146.74,0.0,0.0,0700000US390412969499999
Genoa Township,2023,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,115.008,0.0,0.0,0700000US390412969499999
Genoa Township,2024,0.0,1.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,70.319,0.0,0.0,0700000US390412969499999
Gilead Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2005,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2007,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2008,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2009,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2010,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2011,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2012,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2013,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2014,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0700000US391173012899999
Gilead Township,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0700000US391173012899999
Gilead Township,2017,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0700000US391173012899999
Gilead Township,2018,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2019,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,0.0,0700000US391173012899999
Gilead Township,2020,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,26.16,0.0,0.0,0700000US391173012899999
Gilead Township,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.89,0.0,0.0,0700000US391173012899999
Gilead Township,2022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0700000US391173012899999
Gilead Township,2023,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Gilead Township,2024,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391173012899999
Glenford Village,2000,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2001,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2002,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2003,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2004,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2005,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2006,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2007,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2008,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2009,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2010,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2011,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2012,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2013,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2014,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2015,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2016,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2017,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2018,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2019,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2020,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2021,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.09,0.0,0.0,1600000US3930436
Glenford Village,2022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1600000US3930436
Glenford Village,2023,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Glenford Village,2024,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3930436
Good Hope Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0700000US390733084299999
Good Hope Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2007,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2008,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2009,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2010,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2011,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2012,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2013,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2014,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2015,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2016,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2017,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2018,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2019,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,25.3,0.0,0.0,0700000US390733084299999
Good Hope Township,2020,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2021,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Good Hope Township,2022,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.78,0.0,0.0,0700000US390733084299999
Good Hope Township,2023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.36,0.0,0.0,0700000US390733084299999
Good Hope Township,2024,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733084299999
Grand Prairie Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2005,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2007,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2008,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2009,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2010,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2011,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2012,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2013,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2014,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2015,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0700000US391013119299999
Grand Prairie Township,2017,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2018,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0700000US391013119299999
Grand Prairie Township,2020,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2021,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grand Prairie Township,2022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0700000US391013119299999
Grand Prairie Township,2023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0700000US391013119299999
Grand Prairie Township,2024,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013119299999
Grandview Heights City,2000,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2001,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2002,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2003,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2004,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2005,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2006,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2007,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2008,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2009,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,1600000US3931304
Grandview Heights City,2011,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2012,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2013,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2014,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2015,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1600000US3931304
Grandview Heights City,2017,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,1600000US3931304
Grandview Heights City,2018,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931304
Grandview Heights City,2019,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0.0,1600000US3931304
Grandview Heights City,2020,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,24.2,0.0,0.0,1600000US3931304
Grandview Heights City,2021,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,48.06,0.0,0.0,1600000US3931304
Grandview Heights City,2022,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,62.33,0.0,0.0,1600000US3931304
Grandview Heights City,2023,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,40.58,0.0,0.0,1600000US3931304
Grandview Heights City,2024,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.163999999999998,0.0,0.0,1600000US3931304
Granville Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390893141699999
Granville Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390893141699999
Granville Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390893141699999
Granville Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390893141699999
Granville Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390893141699999
Granville Township,2005,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390893141699999
Granville Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390893141699999
Granville Township,2007,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390893141699999
Granville Township,2008,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390893141699999
Granville Township,2009,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390893141699999
Granville Township,2010,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390893141699999
Granville Township,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0700000US390893141699999
Granville Township,2012,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390893141699999
Granville Township,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0700000US390893141699999
Granville Township,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0700000US390893141699999
Granville Township,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0700000US390893141699999
Granville Township,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0700000US390893141699999
Granville Township,2017,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0700000US390893141699999
Granville Township,2018,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0700000US390893141699999
Granville Township,2019,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,63.5,0.0,0.0,0700000US390893141699999
Granville Township,2020,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0700000US390893141699999
Granville Township,2021,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,39.61,0.0,0.0,0700000US390893141699999
Granville Township,2022,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,43.28,0.0,0.0,0700000US390893141699999
Granville Township,2023,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,79.65,0.0,0.0,0700000US390893141699999
Granville Township,2024,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,25.038,0.0,0.0,0700000US390893141699999
Granville Village,2000,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931402
Granville Village,2001,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931402
Granville Village,2002,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931402
Granville Village,2003,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931402
Granville Village,2004,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931402
Granville Village,2005,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931402
Granville Village,2006,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931402
Granville Village,2007,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931402
Granville Village,2008,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931402
Granville Village,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,1600000US3931402
Granville Village,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,1600000US3931402
Granville Village,2011,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931402
Granville Village,2012,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,1600000US3931402
Granville Village,2013,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,1600000US3931402
Granville Village,2014,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1600000US3931402
Granville Village,2015,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,0.0,1600000US3931402
Granville Village,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,1600000US3931402
Granville Village,2017,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1883.8,0.0,0.0,1600000US3931402
Granville Village,2018,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0.0,1600000US3931402
Granville Village,2019,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,1600000US3931402
Granville Village,2020,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,87.4,0.0,0.0,1600000US3931402
Granville Village,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.12,0.0,0.0,1600000US3931402
Granville Village,2022,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.399999999999999,0.0,0.0,1600000US3931402
Granville Village,2023,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,28.33,0.0,0.0,1600000US3931402
Granville Village,2024,0.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,8.704,0.0,0.0,1600000US3931402
Green Camp Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2005,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2007,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2008,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2009,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2010,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2011,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2012,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2013,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2014,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2015,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2016,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2017,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0700000US391013196299999
Green Camp Township,2019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0700000US391013196299999
Green Camp Township,2020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0700000US391013196299999
Green Camp Township,2021,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2022,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Township,2023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0700000US391013196299999
Green Camp Township,2024,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391013196299999
Green Camp Village,2000,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2001,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2002,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2003,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2004,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2005,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2006,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2007,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2008,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2009,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2010,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2011,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2012,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2013,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2014,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2015,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2016,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2017,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2018,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2019,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2020,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.61,0.0,0.0,1600000US3931948
Green Camp Village,2022,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2023,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Camp Village,2024,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3931948
Green Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391413182299999
Green Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733178099999
Green Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390473172499999
Green Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391413182299999
Green Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733178099999
Green Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390473172499999
Green Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391413182299999
Green Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733178099999
Green Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390473172499999
Green Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391413182299999
Green Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733178099999
Green Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390473172499999
Green Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391413182299999
Green Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733178099999
Green Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390473172499999
Green Township,2005,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391413182299999
Green Township,2005,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733178099999
Green Township,2005,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390473172499999
Green Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391413182299999
Green Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390733178099999
Green Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390473172499999
Green Township,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0700000US391413182299999
Green Township,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0700000US390733178099999
Green Township,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0700000US390473172499999
