County,COUNTYFP,Year,Technology,value
Fayette,39047,2017,total_Hydroelectric,0.0
Fayette,39047,2018,total_Hydroelectric,0.0
Fayette,39047,2019,total_Hydroelectric,0.0
Fayette,39047,2020,total_Hydroelectric,0.0
Fayette,39047,2021,total_Hydroelectric,0.0
Fayette,39047,2022,total_Hydroelectric,0.0
Fayette,39047,2023,total_Hydroelectric,0.0
Fayette,39047,2024,total_Hydroelectric,0.0
Fayette,39047,2009,total_Solar Photovoltaic,0.0112
Fayette,39047,2010,total_Solar Photovoltaic,0.01657
Fayette,39047,2011,total_Solar Photovoltaic,0.31867
Fayette,39047,2012,total_Solar Photovoltaic,0.10411000000000001
Fayette,39047,2013,total_Solar Photovoltaic,0.01008
Fayette,39047,2014,total_Solar Photovoltaic,0.013439999999999999
Fayette,39047,2015,total_Solar Photovoltaic,0.0806
Fayette,39047,2016,total_Solar Photovoltaic,0.04682
Fayette,39047,2017,total_Solar Photovoltaic,0.0198
Fayette,39047,2018,total_Solar Photovoltaic,0.08523
Fayette,39047,2019,total_Solar Photovoltaic,0.00944
Fayette,39047,2020,total_Solar Photovoltaic,0.680437
Fayette,39047,2021,total_Solar Photovoltaic,1.17865
Fayette,39047,2022,total_Solar Photovoltaic,0.02115
Fayette,39047,2023,total_Solar Photovoltaic,0.037559999999999996
Fayette,39047,2024,total_Solar Photovoltaic,66.09673000000001
Fayette,39047,2009,total_Solid Waste,0.0
Fayette,39047,2010,total_Solid Waste,0.0
Fayette,39047,2011,total_Solid Waste,0.0
Fayette,39047,2012,total_Solid Waste,0.0
Fayette,39047,2013,total_Solid Waste,0.0
Fayette,39047,2014,total_Solid Waste,0.0
Fayette,39047,2015,total_Solid Waste,0.0
Fayette,39047,2016,total_Solid Waste,0.0
Fayette,39047,2017,total_Solid Waste,0.0
Fayette,39047,2018,total_Solid Waste,0.0
Fayette,39047,2019,total_Solid Waste,0.0
Fayette,39047,2020,total_Solid Waste,0.0
Fayette,39047,2021,total_Solid Waste,0.0
Fayette,39047,2022,total_Solid Waste,0.0
Fayette,39047,2023,total_Solid Waste,0.0
Fayette,39047,2024,total_Solid Waste,0.0
Fayette,39047,2009,total_Wind,0.0
Fayette,39047,2010,total_Wind,0.0
Fayette,39047,2011,total_Wind,0.0
Fayette,39047,2012,total_Wind,46.0
Fayette,39047,2013,total_Wind,0.0
Fayette,39047,2014,total_Wind,0.0
Fayette,39047,2015,total_Wind,0.0
Fayette,39047,2016,total_Wind,0.0
Fayette,39047,2017,total_Wind,0.0
Fayette,39047,2018,total_Wind,0.0
Fayette,39047,2019,total_Wind,0.0
Fayette,39047,2020,total_Wind,0.0
Fayette,39047,2021,total_Wind,0.0
Fayette,39047,2022,total_Wind,0.0
Fayette,39047,2023,total_Wind,0.0
Fayette,39047,2024,total_Wind,0.0
Franklin,39049,2009,count_Biomass,0
Franklin,39049,2010,count_Biomass,1.0
Franklin,39049,2011,count_Biomass,1.0
Franklin,39049,2012,count_Biomass,0.0
Franklin,39049,2013,count_Biomass,0.0
Franklin,39049,2014,count_Biomass,0.0
Franklin,39049,2015,count_Biomass,0.0
Franklin,39049,2016,count_Biomass,0.0
Franklin,39049,2017,count_Biomass,0.0
Franklin,39049,2018,count_Biomass,0.0
Franklin,39049,2019,count_Biomass,0.0
Franklin,39049,2020,count_Biomass,0.0
Franklin,39049,2021,count_Biomass,0.0
Franklin,39049,2022,count_Biomass,0.0
Franklin,39049,2023,count_Biomass,0.0
Franklin,39049,2024,count_Biomass,0.0
Franklin,39049,2009,count_Captured Heat from Biologically Derived Methane Gas,0
Franklin,39049,2010,count_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2011,count_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2012,count_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2013,count_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2014,count_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2015,count_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2016,count_Captured Heat from Biologically Derived Methane Gas,1.0
Franklin,39049,2017,count_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2018,count_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2019,count_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2020,count_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2021,count_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2022,count_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2023,count_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2024,count_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2009,count_Hydroelectric,0
Franklin,39049,2010,count_Hydroelectric,0.0
Franklin,39049,2011,count_Hydroelectric,0.0
Franklin,39049,2012,count_Hydroelectric,0.0
Franklin,39049,2013,count_Hydroelectric,0.0
Franklin,39049,2014,count_Hydroelectric,0.0
Franklin,39049,2015,count_Hydroelectric,0.0
Franklin,39049,2016,count_Hydroelectric,0.0
Franklin,39049,2017,count_Hydroelectric,0.0
Franklin,39049,2018,count_Hydroelectric,0.0
Franklin,39049,2019,count_Hydroelectric,0.0
Franklin,39049,2020,count_Hydroelectric,0.0
Franklin,39049,2021,count_Hydroelectric,0.0
Franklin,39049,2022,count_Hydroelectric,0.0
Franklin,39049,2023,count_Hydroelectric,0.0
Franklin,39049,2024,count_Hydroelectric,0.0
Franklin,39049,2009,count_Solar Photovoltaic,0
Franklin,39049,2010,count_Solar Photovoltaic,12.0
Franklin,39049,2011,count_Solar Photovoltaic,64.0
Franklin,39049,2012,count_Solar Photovoltaic,59.0
Franklin,39049,2013,count_Solar Photovoltaic,43.0
Franklin,39049,2014,count_Solar Photovoltaic,22.0
Franklin,39049,2015,count_Solar Photovoltaic,34.0
Franklin,39049,2016,count_Solar Photovoltaic,50.0
Franklin,39049,2017,count_Solar Photovoltaic,38.0
Franklin,39049,2018,count_Solar Photovoltaic,9.0
Franklin,39049,2019,count_Solar Photovoltaic,11.0
Franklin,39049,2020,count_Solar Photovoltaic,7.0
Franklin,39049,2021,count_Solar Photovoltaic,19.0
Franklin,39049,2022,count_Solar Photovoltaic,51.0
Franklin,39049,2023,count_Solar Photovoltaic,37.0
Franklin,39049,2024,count_Solar Photovoltaic,169.0
Franklin,39049,2009,count_Solid Waste,0
Franklin,39049,2010,count_Solid Waste,1.0
Franklin,39049,2011,count_Solid Waste,0.0
Franklin,39049,2012,count_Solid Waste,0.0
Franklin,39049,2013,count_Solid Waste,0.0
Franklin,39049,2014,count_Solid Waste,0.0
Franklin,39049,2015,count_Solid Waste,0.0
Franklin,39049,2016,count_Solid Waste,0.0
Franklin,39049,2017,count_Solid Waste,0.0
Franklin,39049,2018,count_Solid Waste,0.0
Franklin,39049,2019,count_Solid Waste,0.0
Franklin,39049,2020,count_Solid Waste,0.0
Franklin,39049,2021,count_Solid Waste,0.0
Franklin,39049,2022,count_Solid Waste,0.0
Franklin,39049,2023,count_Solid Waste,0.0
Franklin,39049,2024,count_Solid Waste,0.0
Franklin,39049,2009,count_Wind,0
Franklin,39049,2010,count_Wind,0.0
Franklin,39049,2011,count_Wind,0.0
Franklin,39049,2012,count_Wind,0.0
Franklin,39049,2013,count_Wind,0.0
Franklin,39049,2014,count_Wind,0.0
Franklin,39049,2015,count_Wind,0.0
Franklin,39049,2016,count_Wind,0.0
Franklin,39049,2017,count_Wind,0.0
Franklin,39049,2018,count_Wind,0.0
Franklin,39049,2019,count_Wind,0.0
Franklin,39049,2020,count_Wind,0.0
Franklin,39049,2021,count_Wind,0.0
Franklin,39049,2022,count_Wind,0.0
Franklin,39049,2023,count_Wind,0.0
Franklin,39049,2024,count_Wind,0.0
Franklin,39049,2009,total_Biomass,0
Franklin,39049,2010,total_Biomass,2.7
Franklin,39049,2011,total_Biomass,1.0
Franklin,39049,2012,total_Biomass,0.0
Franklin,39049,2013,total_Biomass,0.0
Franklin,39049,2014,total_Biomass,0.0
Franklin,39049,2015,total_Biomass,0.0
Franklin,39049,2016,total_Biomass,0.0
Franklin,39049,2017,total_Biomass,0.0
Franklin,39049,2018,total_Biomass,0.0
Franklin,39049,2019,total_Biomass,0.0
Franklin,39049,2020,total_Biomass,0.0
Franklin,39049,2021,total_Biomass,0.0
Franklin,39049,2022,total_Biomass,0.0
Franklin,39049,2023,total_Biomass,0.0
Franklin,39049,2024,total_Biomass,0.0
Franklin,39049,2009,total_Captured Heat from Biologically Derived Methane Gas,0
Franklin,39049,2010,total_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2011,total_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2012,total_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2013,total_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2014,total_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2015,total_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2016,total_Captured Heat from Biologically Derived Methane Gas,1.0
Franklin,39049,2017,total_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2018,total_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2019,total_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2020,total_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2021,total_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2022,total_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2023,total_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2024,total_Captured Heat from Biologically Derived Methane Gas,0.0
Franklin,39049,2009,total_Hydroelectric,0
Franklin,39049,2010,total_Hydroelectric,0.0
Franklin,39049,2011,total_Hydroelectric,0.0
Franklin,39049,2012,total_Hydroelectric,0.0
Franklin,39049,2013,total_Hydroelectric,0.0
Franklin,39049,2014,total_Hydroelectric,0.0
Franklin,39049,2015,total_Hydroelectric,0.0
Franklin,39049,2016,total_Hydroelectric,0.0
Franklin,39049,2017,total_Hydroelectric,0.0
Franklin,39049,2018,total_Hydroelectric,0.0
Franklin,39049,2019,total_Hydroelectric,0.0
Franklin,39049,2020,total_Hydroelectric,0.0
Franklin,39049,2021,total_Hydroelectric,0.0
Franklin,39049,2022,total_Hydroelectric,0.0
Franklin,39049,2023,total_Hydroelectric,0.0
Franklin,39049,2024,total_Hydroelectric,0.0
Franklin,39049,2009,total_Solar Photovoltaic,0
Franklin,39049,2010,total_Solar Photovoltaic,0.18892
Franklin,39049,2011,total_Solar Photovoltaic,1.030085
Franklin,39049,2012,total_Solar Photovoltaic,0.97021
Franklin,39049,2013,total_Solar Photovoltaic,3.38509
Franklin,39049,2014,total_Solar Photovoltaic,0.9826
Franklin,39049,2015,total_Solar Photovoltaic,0.85528
Franklin,39049,2016,total_Solar Photovoltaic,0.448815
Franklin,39049,2017,total_Solar Photovoltaic,0.697045
Franklin,39049,2018,total_Solar Photovoltaic,1.4116000000000002
Franklin,39049,2019,total_Solar Photovoltaic,0.18026
Franklin,39049,2020,total_Solar Photovoltaic,0.17637
Franklin,39049,2021,total_Solar Photovoltaic,0.76233
Franklin,39049,2022,total_Solar Photovoltaic,0.8448599999999999
Franklin,39049,2023,total_Solar Photovoltaic,0.244955
Franklin,39049,2024,total_Solar Photovoltaic,1.90441
Franklin,39049,2009,total_Solid Waste,0
Franklin,39049,2010,total_Solid Waste,5.0
Franklin,39049,2011,total_Solid Waste,0.0
Franklin,39049,2012,total_Solid Waste,0.0
Franklin,39049,2013,total_Solid Waste,0.0
Franklin,39049,2014,total_Solid Waste,0.0
Franklin,39049,2015,total_Solid Waste,0.0
Franklin,39049,2016,total_Solid Waste,0.0
Franklin,39049,2017,total_Solid Waste,0.0
Franklin,39049,2018,total_Solid Waste,0.0
Franklin,39049,2019,total_Solid Waste,0.0
Franklin,39049,2020,total_Solid Waste,0.0
Franklin,39049,2021,total_Solid Waste,0.0
Franklin,39049,2022,total_Solid Waste,0.0
Franklin,39049,2023,total_Solid Waste,0.0
Franklin,39049,2024,total_Solid Waste,0.0
Franklin,39049,2009,total_Wind,0
Franklin,39049,2010,total_Wind,0.0
Franklin,39049,2011,total_Wind,0.0
Franklin,39049,2012,total_Wind,0.0
Franklin,39049,2013,total_Wind,0.0
Franklin,39049,2014,total_Wind,0.0
Franklin,39049,2015,total_Wind,0.0
Franklin,39049,2016,total_Wind,0.0
Franklin,39049,2017,total_Wind,0.0
Franklin,39049,2018,total_Wind,0.0
Franklin,39049,2019,total_Wind,0.0
Franklin,39049,2020,total_Wind,0.0
Franklin,39049,2021,total_Wind,0.0
Franklin,39049,2022,total_Wind,0.0
Franklin,39049,2023,total_Wind,0.0
Franklin,39049,2024,total_Wind,0.0
Hocking,39073,2009,count_Biomass,0
Hocking,39073,2010,count_Biomass,0.0
Hocking,39073,2011,count_Biomass,0.0
Hocking,39073,2012,count_Biomass,0.0
Hocking,39073,2013,count_Biomass,0.0
Hocking,39073,2014,count_Biomass,0
Hocking,39073,2015,count_Biomass,0
Hocking,39073,2016,count_Biomass,0
Hocking,39073,2017,count_Biomass,0
Hocking,39073,2018,count_Biomass,0
Hocking,39073,2019,count_Biomass,0
Hocking,39073,2020,count_Biomass,0
Hocking,39073,2021,count_Biomass,0
Hocking,39073,2022,count_Biomass,0
Hocking,39073,2023,count_Biomass,0
Hocking,39073,2024,count_Biomass,0
Hocking,39073,2009,count_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2010,count_Captured Heat from Biologically Derived Methane Gas,0.0
Hocking,39073,2011,count_Captured Heat from Biologically Derived Methane Gas,0.0
Hocking,39073,2012,count_Captured Heat from Biologically Derived Methane Gas,0.0
Hocking,39073,2013,count_Captured Heat from Biologically Derived Methane Gas,0.0
Hocking,39073,2014,count_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2015,count_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2016,count_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2017,count_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2018,count_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2019,count_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2020,count_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2021,count_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2022,count_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2023,count_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2024,count_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2009,count_Hydroelectric,0
Hocking,39073,2010,count_Hydroelectric,0.0
Hocking,39073,2011,count_Hydroelectric,0.0
Hocking,39073,2012,count_Hydroelectric,0.0
Hocking,39073,2013,count_Hydroelectric,0.0
Hocking,39073,2014,count_Hydroelectric,0
Hocking,39073,2015,count_Hydroelectric,0
Hocking,39073,2016,count_Hydroelectric,0
Hocking,39073,2017,count_Hydroelectric,0
Hocking,39073,2018,count_Hydroelectric,0
Hocking,39073,2019,count_Hydroelectric,0
Hocking,39073,2020,count_Hydroelectric,0
Hocking,39073,2021,count_Hydroelectric,0
Hocking,39073,2022,count_Hydroelectric,0
Hocking,39073,2023,count_Hydroelectric,0
Hocking,39073,2024,count_Hydroelectric,0
Hocking,39073,2009,count_Solar Photovoltaic,0
Hocking,39073,2010,count_Solar Photovoltaic,1.0
Hocking,39073,2011,count_Solar Photovoltaic,2.0
Hocking,39073,2012,count_Solar Photovoltaic,1.0
Hocking,39073,2013,count_Solar Photovoltaic,2.0
Hocking,39073,2014,count_Solar Photovoltaic,0
Hocking,39073,2015,count_Solar Photovoltaic,0
Hocking,39073,2016,count_Solar Photovoltaic,0
Hocking,39073,2017,count_Solar Photovoltaic,0
Hocking,39073,2018,count_Solar Photovoltaic,0
Hocking,39073,2019,count_Solar Photovoltaic,0
Hocking,39073,2020,count_Solar Photovoltaic,0
Hocking,39073,2021,count_Solar Photovoltaic,0
Hocking,39073,2022,count_Solar Photovoltaic,0
Hocking,39073,2023,count_Solar Photovoltaic,0
Hocking,39073,2024,count_Solar Photovoltaic,0
Hocking,39073,2009,count_Solid Waste,0
Hocking,39073,2010,count_Solid Waste,0.0
Hocking,39073,2011,count_Solid Waste,0.0
Hocking,39073,2012,count_Solid Waste,0.0
Hocking,39073,2013,count_Solid Waste,0.0
Hocking,39073,2014,count_Solid Waste,0
Hocking,39073,2015,count_Solid Waste,0
Hocking,39073,2016,count_Solid Waste,0
Hocking,39073,2017,count_Solid Waste,0
Hocking,39073,2018,count_Solid Waste,0
Hocking,39073,2019,count_Solid Waste,0
Hocking,39073,2020,count_Solid Waste,0
Hocking,39073,2021,count_Solid Waste,0
Hocking,39073,2022,count_Solid Waste,0
Hocking,39073,2023,count_Solid Waste,0
Hocking,39073,2024,count_Solid Waste,0
Hocking,39073,2009,count_Wind,0
Hocking,39073,2010,count_Wind,0.0
Hocking,39073,2011,count_Wind,0.0
Hocking,39073,2012,count_Wind,0.0
Hocking,39073,2013,count_Wind,0.0
Hocking,39073,2014,count_Wind,0
Hocking,39073,2015,count_Wind,0
Hocking,39073,2016,count_Wind,0
Hocking,39073,2017,count_Wind,0
Hocking,39073,2018,count_Wind,0
Hocking,39073,2019,count_Wind,0
Hocking,39073,2020,count_Wind,0
Hocking,39073,2021,count_Wind,0
Hocking,39073,2022,count_Wind,0
Hocking,39073,2023,count_Wind,0
Hocking,39073,2024,count_Wind,0
Hocking,39073,2009,total_Biomass,0
Hocking,39073,2010,total_Biomass,0.0
Hocking,39073,2011,total_Biomass,0.0
Hocking,39073,2012,total_Biomass,0.0
Hocking,39073,2013,total_Biomass,0.0
Hocking,39073,2014,total_Biomass,0
Hocking,39073,2015,total_Biomass,0
Hocking,39073,2016,total_Biomass,0
Hocking,39073,2017,total_Biomass,0
Hocking,39073,2018,total_Biomass,0
Hocking,39073,2019,total_Biomass,0
Hocking,39073,2020,total_Biomass,0
Hocking,39073,2021,total_Biomass,0
Hocking,39073,2022,total_Biomass,0
Hocking,39073,2023,total_Biomass,0
Hocking,39073,2024,total_Biomass,0
Hocking,39073,2009,total_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2010,total_Captured Heat from Biologically Derived Methane Gas,0.0
Hocking,39073,2011,total_Captured Heat from Biologically Derived Methane Gas,0.0
Hocking,39073,2012,total_Captured Heat from Biologically Derived Methane Gas,0.0
Hocking,39073,2013,total_Captured Heat from Biologically Derived Methane Gas,0.0
Hocking,39073,2014,total_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2015,total_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2016,total_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2017,total_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2018,total_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2019,total_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2020,total_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2021,total_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2022,total_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2023,total_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2024,total_Captured Heat from Biologically Derived Methane Gas,0
Hocking,39073,2009,total_Hydroelectric,0
Hocking,39073,2010,total_Hydroelectric,0.0
Hocking,39073,2011,total_Hydroelectric,0.0
Hocking,39073,2012,total_Hydroelectric,0.0
Hocking,39073,2013,total_Hydroelectric,0.0
Hocking,39073,2014,total_Hydroelectric,0
Hocking,39073,2015,total_Hydroelectric,0
Hocking,39073,2016,total_Hydroelectric,0
Hocking,39073,2017,total_Hydroelectric,0
Hocking,39073,2018,total_Hydroelectric,0
Hocking,39073,2019,total_Hydroelectric,0
Hocking,39073,2020,total_Hydroelectric,0
Hocking,39073,2021,total_Hydroelectric,0
Hocking,39073,2022,total_Hydroelectric,0
Hocking,39073,2023,total_Hydroelectric,0
Hocking,39073,2024,total_Hydroelectric,0
Hocking,39073,2009,total_Solar Photovoltaic,0
Hocking,39073,2010,total_Solar Photovoltaic,0.00633
Hocking,39073,2011,total_Solar Photovoltaic,0.01128
Hocking,39073,2012,total_Solar Photovoltaic,0.00624
Hocking,39073,2013,total_Solar Photovoltaic,0.013760000000000001
Hocking,39073,2014,total_Solar Photovoltaic,0
Hocking,39073,2015,total_Solar Photovoltaic,0
Hocking,39073,2016,total_Solar Photovoltaic,0
Hocking,39073,2017,total_Solar Photovoltaic,0
Hocking,39073,2018,total_Solar Photovoltaic,0
Hocking,39073,2019,total_Solar Photovoltaic,0
Hocking,39073,2020,total_Solar Photovoltaic,0
Hocking,39073,2021,total_Solar Photovoltaic,0
Hocking,39073,2022,total_Solar Photovoltaic,0
Hocking,39073,2023,total_Solar Photovoltaic,0
Hocking,39073,2024,total_Solar Photovoltaic,0
Hocking,39073,2009,total_Solid Waste,0
Hocking,39073,2010,total_Solid Waste,0.0
Hocking,39073,2011,total_Solid Waste,0.0
Hocking,39073,2012,total_Solid Waste,0.0
Hocking,39073,2013,total_Solid Waste,0.0
Hocking,39073,2014,total_Solid Waste,0
Hocking,39073,2015,total_Solid Waste,0
Hocking,39073,2016,total_Solid Waste,0
Hocking,39073,2017,total_Solid Waste,0
Hocking,39073,2018,total_Solid Waste,0
Hocking,39073,2019,total_Solid Waste,0
Hocking,39073,2020,total_Solid Waste,0
Hocking,39073,2021,total_Solid Waste,0
Hocking,39073,2022,total_Solid Waste,0
Hocking,39073,2023,total_Solid Waste,0
Hocking,39073,2024,total_Solid Waste,0
Hocking,39073,2009,total_Wind,0
Hocking,39073,2010,total_Wind,0.0
Hocking,39073,2011,total_Wind,0.0
Hocking,39073,2012,total_Wind,0.0
Hocking,39073,2013,total_Wind,0.0
Hocking,39073,2014,total_Wind,0
Hocking,39073,2015,total_Wind,0
Hocking,39073,2016,total_Wind,0
Hocking,39073,2017,total_Wind,0
Hocking,39073,2018,total_Wind,0
Hocking,39073,2019,total_Wind,0
Hocking,39073,2020,total_Wind,0
Hocking,39073,2021,total_Wind,0
Hocking,39073,2022,total_Wind,0
Hocking,39073,2023,total_Wind,0
Hocking,39073,2024,total_Wind,0
Knox,39083,2009,count_Biomass,0
Knox,39083,2010,count_Biomass,0
Knox,39083,2011,count_Biomass,0.0
Knox,39083,2012,count_Biomass,0.0
Knox,39083,2013,count_Biomass,0.0
Knox,39083,2014,count_Biomass,0.0
Knox,39083,2015,count_Biomass,0.0
Knox,39083,2016,count_Biomass,0.0
Knox,39083,2017,count_Biomass,0.0
Knox,39083,2018,count_Biomass,0.0
Knox,39083,2019,count_Biomass,0.0
Knox,39083,2020,count_Biomass,0.0
Knox,39083,2021,count_Biomass,0
Knox,39083,2022,count_Biomass,0
Knox,39083,2023,count_Biomass,0.0
Knox,39083,2024,count_Biomass,0.0
Knox,39083,2009,count_Captured Heat from Biologically Derived Methane Gas,0
Knox,39083,2010,count_Captured Heat from Biologically Derived Methane Gas,0
Knox,39083,2011,count_Captured Heat from Biologically Derived Methane Gas,0.0
Knox,39083,2012,count_Captured Heat from Biologically Derived Methane Gas,0.0
Knox,39083,2013,count_Captured Heat from Biologically Derived Methane Gas,0.0
Knox,39083,2014,count_Captured Heat from Biologically Derived Methane Gas,0.0
Knox,39083,2015,count_Captured Heat from Biologically Derived Methane Gas,0.0
Knox,39083,2016,count_Captured Heat from Biologically Derived Methane Gas,0.0
Knox,39083,2017,count_Captured Heat from Biologically Derived Methane Gas,0.0
Knox,39083,2018,count_Captured Heat from Biologically Derived Methane Gas,0.0
Knox,39083,2019,count_Captured Heat from Biologically Derived Methane Gas,0.0
Knox,39083,2020,count_Captured Heat from Biologically Derived Methane Gas,0.0
Knox,39083,2021,count_Captured Heat from Biologically Derived Methane Gas,0
Knox,39083,2022,count_Captured Heat from Biologically Derived Methane Gas,0
Knox,39083,2023,count_Captured Heat from Biologically Derived Methane Gas,0.0
Knox,39083,2024,count_Captured Heat from Biologically Derived Methane Gas,0.0
Knox,39083,2009,count_Hydroelectric,0
Knox,39083,2010,count_Hydroelectric,0
Knox,39083,2011,count_Hydroelectric,0.0
Knox,39083,2012,count_Hydroelectric,0.0
Knox,39083,2013,count_Hydroelectric,0.0
Knox,39083,2014,count_Hydroelectric,0.0
Knox,39083,2015,count_Hydroelectric,0.0
Knox,39083,2016,count_Hydroelectric,0.0
Knox,39083,2017,count_Hydroelectric,0.0
Knox,39083,2018,count_Hydroelectric,0.0
Knox,39083,2019,count_Hydroelectric,0.0
Knox,39083,2020,count_Hydroelectric,0.0
Knox,39083,2021,count_Hydroelectric,0
Knox,39083,2022,count_Hydroelectric,0
Knox,39083,2023,count_Hydroelectric,0.0
Knox,39083,2024,count_Hydroelectric,0.0
Knox,39083,2009,count_Solar Photovoltaic,0
Knox,39083,2010,count_Solar Photovoltaic,0
Knox,39083,2011,count_Solar Photovoltaic,1.0
Knox,39083,2012,count_Solar Photovoltaic,3.0
Knox,39083,2013,count_Solar Photovoltaic,5.0
Knox,39083,2014,count_Solar Photovoltaic,2.0
Knox,39083,2015,count_Solar Photovoltaic,4.0
Knox,39083,2016,count_Solar Photovoltaic,10.0
Knox,39083,2017,count_Solar Photovoltaic,3.0
Knox,39083,2018,count_Solar Photovoltaic,7.0
Knox,39083,2019,count_Solar Photovoltaic,2.0
Knox,39083,2020,count_Solar Photovoltaic,1.0
Knox,39083,2021,count_Solar Photovoltaic,0
Knox,39083,2022,count_Solar Photovoltaic,0
Knox,39083,2023,count_Solar Photovoltaic,2.0
Knox,39083,2024,count_Solar Photovoltaic,4.0
Knox,39083,2009,count_Solid Waste,0
Knox,39083,2010,count_Solid Waste,0
Knox,39083,2011,count_Solid Waste,0.0
Knox,39083,2012,count_Solid Waste,0.0
Knox,39083,2013,count_Solid Waste,0.0
Knox,39083,2014,count_Solid Waste,0.0
Knox,39083,2015,count_Solid Waste,0.0
Knox,39083,2016,count_Solid Waste,0.0
Knox,39083,2017,count_Solid Waste,0.0
Knox,39083,2018,count_Solid Waste,0.0
Knox,39083,2019,count_Solid Waste,0.0
Knox,39083,2020,count_Solid Waste,0.0
Knox,39083,2021,count_Solid Waste,0
Knox,39083,2022,count_Solid Waste,0
Knox,39083,2023,count_Solid Waste,0.0
Knox,39083,2024,count_Solid Waste,0.0
Knox,39083,2009,count_Wind,0
Knox,39083,2010,count_Wind,0
Knox,39083,2011,count_Wind,0.0
Knox,39083,2012,count_Wind,0.0
Knox,39083,2013,count_Wind,0.0
Knox,39083,2014,count_Wind,0.0
Knox,39083,2015,count_Wind,0.0
Knox,39083,2016,count_Wind,0.0
Knox,39083,2017,count_Wind,0.0
Knox,39083,2018,count_Wind,0.0
Knox,39083,2019,count_Wind,0.0
Knox,39083,2020,count_Wind,0.0
Knox,39083,2021,count_Wind,0
Knox,39083,2022,count_Wind,0
Knox,39083,2023,count_Wind,0.0
Knox,39083,2024,count_Wind,0.0
Knox,39083,2009,total_Biomass,0
Knox,39083,2010,total_Biomass,0
Knox,39083,2011,total_Biomass,0.0
Knox,39083,2012,total_Biomass,0.0
Knox,39083,2013,total_Biomass,0.0
Knox,39083,2014,total_Biomass,0.0
Knox,39083,2015,total_Biomass,0.0
Knox,39083,2016,total_Biomass,0.0
Knox,39083,2017,total_Biomass,0.0
Knox,39083,2018,total_Biomass,0.0
Knox,39083,2019,total_Biomass,0.0
Knox,39083,2020,total_Biomass,0.0
Knox,39083,2021,total_Biomass,0
Knox,39083,2022,total_Biomass,0
Knox,39083,2023,total_Biomass,0.0
Knox,39083,2024,total_Biomass,0.0
Knox,39083,2009,total_Captured Heat from Biologically Derived Methane Gas,0
